City,State,Zipcode,Rank,Score,Superzip,Population,College,Income,Lat,Long
Hawthorne,NJ,07506,4248,71.60499,0,13122,25.55251,85.58372,40.95326230334304,-74.16312417160842
Haledon,NJ,07508,5483,64.01634,0,14406,22.97654,76.9771,40.95141744149727,-74.16904083734812
Totowa,NJ,07512,5000,66.84781,0,7402,17.75196,90.68729,40.90285880308147,-74.20974949071162
Paterson,NJ,07513,20425,9.388175,0,7275,7.656360000000001,47.05137,40.90703933066703,-74.16362042257875
Paterson,NJ,07514,17330,17.46946,0,11247,10.34053,51.45929,40.92775411681491,-74.14597754214246
Paterson,NJ,07522,22461,4.375061,0,11994,5.90295,41.40254,40.92255699636279,-74.176610520376
Paterson,NJ,07524,22264,4.956367,0,7294,6.05978,42.18841,40.93316265201881,-74.1671171729221
Hackensack,NJ,07601,4692,68.77363,0,31518,29.103999999999996,74.47174,40.91501808787246,-74.01249361610073
Bogota,NJ,07603,3422,77.0612,0,5542,28.36521,91.32409,40.87512698974642,-74.04913826579491
Hasbrouck Heights,NJ,07604,2841,80.82478,0,8311,29.91216,98.11185,40.8612307022536,-74.06407549814978
Leonia,NJ,07605,1041,93.24137,0,6221,49.89552,110.6112,40.86288055440241,-73.98501291181778
South Hackensack,NJ,07606,6237,59.76627,0,1614,13.32094,87.56213,40.85779680455455,-74.0298612482235
Maywood,NJ,07607,2833,80.88016,0,7053,31.17822,96.00269,40.900241696414014,-74.07248666230032
Teterboro,NJ,07608,NA,78.24,0,10,50,57.2075,40.86356702144173,-74.07438437913099
Alpine,NJ,07620,163,99.03786,1,1129,61.381750000000004,169.7984,40.959091641929376,-73.94140232821044
Bergenfield,NJ,07621,2903,80.4473,0,17845,32.30036,93.07628,40.92455256097331,-73.98337480047492
Closter,NJ,07624,739,95.37,1,6073,50.94681,126.0644,40.97088964377223,-73.97264332408005
Cresskill,NJ,07626,772,95.1541,1,5408,50.07395999999999,125.85,40.97409930307507,-74.0914539158493
Demarest,NJ,07627,322,98.15937,1,3251,58.93571,147.9471,40.955838729149804,-73.94989759161543
Dumont,NJ,07628,3200,78.42487,0,12215,27.33524,96.62118,40.9547496136295,-74.0039140648932
Emerson,NJ,07630,1680,88.74465,0,5166,40.26326,105.22,40.973699228160996,-74.01848833124082
Englewood,NJ,07631,2750,81.49853,0,18010,36.70738,87.86288,40.89067736219648,-73.9763789109703
Englewood Cliffs,NJ,07632,418,97.47905,1,3921,52.48661,148.0033,40.885311269924955,-73.96142668667207
Harrington Park,NJ,07640,423,97.43773,1,3114,58.44573,137.5896,40.99327651785733,-73.9851282422474
Haworth,NJ,07641,357,97.87393,1,2259,57.01638,147.105,40.963960106717806,-74.0065755335427
Hillsdale,NJ,07642,1024,93.35705,0,6903,45.84963,118.8098,41.00650802716744,-74.03140464707522
Little Ferry,NJ,07643,5222,65.48413,0,7762,24.1175,77.37854,40.926714548460644,-74.09031316564129
Lodi,NJ,07644,7827,51.75407,0,17017,18.69307,67.94159,40.8787618294317,-74.09885335234463
Montvale,NJ,07645,500,96.93944,1,4818,55.33416,136.0519,41.05343348560429,-74.03303132839984
New Milford,NJ,07646,2449,83.41483,0,11853,32.42217,100.9676,40.9317597351003,-74.02474203114639
Northvale,NJ,07647,2360,84.02959,0,3467,29.50678,107.4651,41.00815706592152,-73.95550724726013
Norwood,NJ,07648,876,94.36925,0,3915,42.88633,131.3746,40.99095814584746,-73.943304461733
Oradell,NJ,07649,599,96.27069,1,5617,51.80702,134.4762,40.955521707004806,-74.01288245932851
Palisades Park,NJ,07650,4750,68.41801,0,12173,30.61694,71.26812,40.939292286041706,-74.000195518904
Paramus,NJ,07652,1581,89.4748,0,18264,38.67171,110.3693,40.94589659971793,-74.06496863467649
Park Ridge,NJ,07656,889,94.30473,0,6293,44.9706,127.2216,41.03352588333025,-74.05632588918056
Ridgefield,NJ,07657,4090,72.69561,0,7737,25.979059999999997,86.73311,40.833940364915506,-73.9967569680428
Ridgefield Park,NJ,07660,4501,70.00677,0,9024,26.13032,81.61255,40.85234952270144,-74.02821048268022
River Edge,NJ,07661,1385,90.87763,0,7807,45.38235,105.1598,40.927804092034094,-74.04439319616574
Rochelle Park,NJ,07662,3630,75.82664,0,4197,23.68358,96.78333,40.90433333470593,-74.07248116362825
Saddle Brook,NJ,07663,3506,76.57268,0,9703,25.2087,95.72285,40.94109324986136,-74.11189713464626
Teaneck,NJ,07666,1125,92.61382,0,26054,47.86597,110.8727,40.91506908819972,-73.97082281025426
Tenafly,NJ,07670,291,98.30677,1,9173,62.14979,145.1815,40.91966283553704,-73.97004925893373
Westwood,NJ,07675,873,94.40183,0,28494,45.95704,126.2658,41.01060831822108,-74.03768841325405
Red Bank,NJ,07701,2122,85.61204,0,16747,36.20947,100.8957,40.3567881701505,-74.08775080746304
Shrewsbury,NJ,07702,878,94.35883,0,2367,48.71145,121.2394,40.32445747466615,-74.12233436172646
Fort Monmouth,NJ,07703,NA,89.16394,0,160,35.625,114.636,40.315376945395535,-74.04196559825623
Fair Haven,NJ,07704,315,98.18887,1,3747,61.756069999999994,143.5222,40.35992709337754,-74.03952779872697
Allenhurst,NJ,07711,440,97.3179,1,1341,57.12155,138.2839,40.23860415110315,-74.00446257714346
Asbury Park,NJ,07712,5445,64.21019,0,25877,28.434519999999996,67.86836,40.251218698265404,-74.06535151785572
Atlantic Highlands,NJ,07716,1968,86.63273,0,6375,35.57647,105.5521,40.403119845594176,-74.06134766851
Avon by the Sea,NJ,07717,1272,91.61688,0,1746,47.99542,105.3991,40.19221186998609,-74.0354006395658
Belford,NJ,07718,4347,70.96804,0,4101,21.31187,91.91512,40.41813737911225,-74.10554754265212
Belmar,NJ,07719,2695,81.84093,0,15201,34.52404,92.55454,40.257550889297264,-74.09240011412875
Bradley Beach,NJ,07720,6548,58.1421,0,3544,25.19752,64.97203,40.20398830956697,-74.0194036043228
Cliffwood,NJ,07721,6386,58.92851,0,1627,23.11002,69.51463,40.38446056785707,-74.11402555826837
Colts Neck,NJ,07722,455,97.22017,1,7285,47.59094,153.3279,40.30086410212121,-74.17579600253298
Deal,NJ,07723,2704,81.78006,0,1145,33.44978,94.21781,40.25269549801337,-73.99810768280713
Eatontown,NJ,07724,2381,83.86025,0,16095,37.28487,93.65162,40.303837060929126,-74.06674278400074
Englishtown,NJ,07726,1317,91.31419,0,25875,38.14879,120.2966,40.26969585466925,-74.2479794515326
Farmingdale,NJ,07727,3218,78.29087,0,4013,28.158490000000004,94.96968,40.285864508141636,-74.146206172477
Freehold,NJ,07728,2457,83.34605,0,34794,32.63781,100.3648,40.23617367847595,-74.30551238162631
Hazlet,NJ,07730,4289,71.32996,0,12726,20.53277,93.85299,40.424860104288875,-74.167579529341
Howell,NJ,07731,2926,80.28,0,23229,28.64092,98.8441,40.25723762976608,-74.18111581656777
Highlands,NJ,07732,5627,63.12129,0,3886,27.76634,67.51008,40.399094488537195,-74.00352977571224
Holmdel,NJ,07733,251,98.52002,1,10205,55.67858999999999,162.2627,40.37809452878702,-74.15762787036363
Keansburg,NJ,07734,12200,33.6091,0,8916,9.84747,65.7592,40.437084195971,-74.11603885009754
Keyport,NJ,07735,7325,54.14806,0,13792,12.978539999999999,80.87244,40.439493021656716,-74.1698272130831
Leonardo,NJ,07737,3006,79.71798,0,2941,26.759610000000002,100.7637,40.41092991677223,-74.05873753278368
Lincroft,NJ,07738,627,96.07217,1,4105,48.67235,137.5883,40.34599768332792,-74.13570966287648
Little Silver,NJ,07739,401,97.57816,1,4199,60.46678,136.0336,40.383980575035395,-74.1646516300816
Long Branch,NJ,07740,9732,43.36782,0,20952,20.3656,56.26603,40.34366163256621,-74.12754066757076
Marlboro,NJ,07746,494,96.98897,1,11231,51.019499999999994,144.0308,40.353165077093294,-74.1547189847701
Matawan,NJ,07747,1659,88.8605,0,20452,38.55369,108.604,40.40553253007286,-74.22132295228478
Middletown,NJ,07748,1526,89.95585,0,19167,36.02024,116.4274,40.40266245710992,-74.15531616275764
Monmouth Beach,NJ,07750,860,94.5119,0,2737,48.77603,122.1311,40.2787857269,-74.2101350121819
Morganville,NJ,07751,450,97.24281,1,10758,54.982339999999994,141.0456,40.320203674682126,-74.23010949062753
Neptune,NJ,07753,5747,62.47016,0,22409,21.94654,76.58221,40.21086547074935,-74.05278218537963
Oakhurst,NJ,07755,2060,86.00965,0,4474,37.37148,100.476,40.26275563913509,-74.0103436011642
Ocean Grove,NJ,07756,3590,76.05551,0,3558,36.05959,75.94933,40.277176062330355,-74.12701234245844
Oceanport,NJ,07757,1727,88.45126,0,3839,35.99896,111.1957,40.31613995551694,-74.02971681283262
Port Monmouth,NJ,07758,5703,62.67501,0,2999,17.13905,85.19798,40.42898519755187,-74.11317230614819
Rumson,NJ,07760,169,98.98946,1,6554,58.849560000000004,171.9023,40.37096891408843,-74.00553290979002
Spring Lake,NJ,07762,1306,91.38376,0,7038,45.97897,107.3304,40.17535744765839,-74.04827984992204
West Long Branch,NJ,07764,2059,86.01217,0,4722,34.87929,104.7741,40.28502860656386,-74.0006209133904
Dover,NJ,07801,6601,57.92003,0,16128,17.2061,78.30563,40.91915867578587,-74.55897272501274
Mine Hill,NJ,07803,3679,75.44001,0,2626,28.21782,88.21985,40.876468837532755,-74.57041268505367
Andover,NJ,07821,1827,87.65413,0,5936,32.95148,113.8841,41.09179834020238,-74.7283797918255
Augusta,NJ,07822,2781,81.24622,0,601,24.62562,108.1568,41.161744804538394,-74.60703122545742
Belvidere,NJ,07823,4700,68.73257,0,5177,23.70099,83.71255,40.82126981763833,-75.026002551888
Blairstown,NJ,07825,3079,79.21013,0,6495,29.961510000000004,93.73661,40.94033901556965,-74.94222623268729
Branchville,NJ,07826,4539,69.76737,0,3977,24.84285,83.48503,41.18807470475681,-74.82287620813325
Montague,NJ,07827,8074,50.64889,0,2596,15.562400000000002,72.13637,41.253459499936454,-74.65600261788508
Budd Lake,NJ,07828,3110,78.98755,0,8345,31.80347,90.11718,40.878158836265165,-74.75829818097822
Califon,NJ,07830,733,95.41257,1,4550,50.13187,127.7761,40.71769788405241,-74.82259205246962
Columbia,NJ,07832,3705,75.22397,0,2418,24.68983,94.01906,40.89226773714339,-75.03081088307621
Delaware,NJ,07833,NA,68.96732,0,92,33.69565,67.0145,40.907322234239935,-75.07242137351786
Denville,NJ,07834,1016,93.40026,0,12305,44.82731,120.7856,40.8818548017697,-74.49688429489971
Flanders,NJ,07836,1392,90.82558,0,8158,43.40525,108.2379,40.85117995084954,-74.71671786983664
Great Meadows,NJ,07838,2685,81.90948,0,2014,28.00397,103.9176,40.8881122180924,-74.93866561075704
Hackettstown,NJ,07840,2596,82.46222,0,17876,32.71425,97.65288,40.867455464989405,-74.83590426813329
Hibernia,NJ,07842,NA,99.32031,1,47,68.0851,174.3789,40.86533198410528,-74.55969160458321
Hopatcong,NJ,07843,4544,69.73554,0,8194,18.25726,94.801,40.93806615246318,-74.64033312456074
Johnsonburg,NJ,07846,NA,71.53401,0,34,26.470589999999998,83.90477,40.96964864970404,-74.86375899879762
Kenvil,NJ,07847,7213,54.72499,0,1029,16.03499,76.31808,40.875981057828994,-74.68201283840799
Lafayette,NJ,07848,2744,81.5147,0,3096,29.844959999999997,99.86141,41.12743307567741,-74.74424704854229
Lake Hopatcong,NJ,07849,4073,72.77901,0,4729,23.13385,91.76606,40.94926043569104,-74.62866142467307
Landing,NJ,07850,3927,73.83186,0,4481,23.18679,93.50778,40.90474879007745,-74.68125926855906
Layton,NJ,07851,NA,52.14278,0,200,19,67.83175,41.178355309828355,-74.9010611831876
Ledgewood,NJ,07852,1965,86.64095,0,2006,36.44068,104.0719,40.86242506358403,-74.7063685153542
Long Valley,NJ,07853,399,97.58383,1,8587,55.96833,144.4741,40.8069824953839,-74.79212883322619
Mount Arlington,NJ,07856,2074,85.94182,0,2612,36.52374,101.5901,40.87381256638316,-74.72484782995463
Netcong,NJ,07857,5375,64.596190000000007,0,2338,20.82977,81.725,40.89868240899293,-74.68961047694089
Newton,NJ,07860,3722,75.09689,0,17706,25.35299,92.57024,41.069626252425955,-74.78935224571723
Oxford,NJ,07863,4995,66.87793,0,2732,21.22987,84.7364,40.820175599293094,-74.95445364506823
Port Murray,NJ,07865,2517,82.96587,0,1326,28.20513,106.8414,40.80955560368518,-74.88212048989578
Rockaway,NJ,07866,1668,88.81914,0,15326,37.95511,109.5546,40.958238991108225,-74.51755796594455
Randolph,NJ,07869,298,98.27005,1,16078,59.05585,149.9438,40.83716384717149,-74.58657001350899
Sparta,NJ,07871,680,95.72501,1,12431,50.43842000000001,131.0581,41.04014132608746,-74.72566390246189
Stanhope,NJ,07874,3022,79.61963,0,6379,26.4775,100.8683,40.93155118402847,-74.70774050949883
Succasunna,NJ,07876,1111,92.72507,0,7302,41.75568,121.9729,40.857061416738354,-74.63707671932421
Mount Tabor,NJ,07878,859,94.51282,0,531,56.30885,109.1872,40.869356764470766,-74.46651022365594
Washington,NJ,07882,3398,77.23121,0,9543,26.553490000000004,94.87553,40.74858879446532,-75.02357901789482
Wharton,NJ,07885,3542,76.33623,0,7125,27.28421,91.7896,40.93616260318046,-74.55736433522222
Summit,NJ,07901,230,98.64594,1,15710,61.725010000000005,154.5021,40.7132106649708,-74.36205536123128
Basking Ridge,NJ,07920,123,99.26969,1,17129,66.85737,172.1037,40.683747192918716,-74.58645062351025
Bedminster,NJ,07921,499,96.94259,1,6151,60.93318,126.4763,40.65904312488011,-74.67000875637058
Berkeley Heights,NJ,07922,397,97.59261,1,8623,52.03525,151.3298,40.67377932574659,-74.43372940541758
Bernardsville,NJ,07924,196,98.82852,1,5102,59.34927,164.6961,40.72382227912452,-74.60064520882335
Cedar Knolls,NJ,07927,1365,91.00584,0,2219,37.17891,120.0468,40.819675141832214,-74.46570260019521
Chatham,NJ,07928,148,99.13438,1,12420,66.87601,165.3892,40.759263428375164,-74.48989448362417
Chester,NJ,07930,176,98.95096,1,5264,61.208209999999994,165.5382,40.78245487328103,-74.67463365083789
Far Hills,NJ,07931,36,99.88034,1,1865,65.79089,218.836,40.69806888131269,-74.65150546099234
Florham Park,NJ,07932,516,96.84373,1,6185,56.08731,133.1947,40.77374302586168,-74.39335883242516
Gillette,NJ,07933,651,95.94176,1,2200,49.27273,134.7639,40.68811236147986,-74.482201360454
Gladstone,NJ,07934,260,98.48149,1,1115,59.73094,153.4442,40.7170600195069,-74.69633452555817
Green Village,NJ,07935,NA,78.77681,0,362,29.558010000000003,93.60193,40.73954499808174,-74.4402527991445
East Hanover,NJ,07936,1737,88.382320000000007,0,8147,33.36197,115.5238,40.81747871304823,-74.38583609891172
Madison,NJ,07940,503,96.91705,1,10190,56.8106,133.2627,40.75847276668605,-74.4145940140138
Mendham,NJ,07945,95,99.42176,1,6166,67.56406,184.5259,40.78628457039592,-74.59855461806171
Millington,NJ,07946,272,98.42848,1,1975,58.936710000000005,153.4835,40.677549180506375,-74.49560882227289
Morris Plains,NJ,07950,536,96.72094,1,12383,53.87225,135.6151,40.843845342234495,-74.55682879928683
Morristown,NJ,07960,563,96.53925,1,31613,53.62351000000001,133.9113,40.77177419079058,-74.5227707185605
Mount Freedom,NJ,07970,NA,99.687,1,189,71.42857,196.14,40.80576659048663,-74.57017473584932
New Providence,NJ,07974,445,97.27743,1,7770,57.0785,138.0106,40.69799565327281,-74.40494170237825
New Vernon,NJ,07976,462,97.18571,1,524,64.69465,123.4087,40.73892446179835,-74.5008679331516
Peapack,NJ,07977,709,95.55138,1,565,45.48672,137.6419,40.70608593455313,-74.6589792776899
Pottersville,NJ,07979,NA,99.07565,1,260,66.92308,162.3686,40.710031977932516,-74.75823197945165
Stirling,NJ,07980,1761,88.18036,0,1820,38.73626,105.5442,40.70006181207616,-74.4308762000495
Whippany,NJ,07981,1218,91.92297,0,6078,41.21422,118.9851,40.822741117708176,-74.43245071568798
Alloway,NJ,08001,NA,65.36044,0,221,16.74208,89.8975,39.557561843164684,-75.3549386505458
Cherry Hill,NJ,08002,3224,78.26495,0,15123,33.58461,85.57458,39.90779633082199,-75.02887245532122
Cherry Hill,NJ,08003,573,96.47517,1,21056,57.40407,126.5848,39.8880765275906,-74.97165716222122
Atco,NJ,08004,5674,62.81936,0,9924,16.92866,85.7851,39.7592503258144,-74.86209696019814
Barnegat,NJ,08005,7504,53.30468,0,11165,16.02329,74.45866,39.75378221255447,-74.30408887530298
Barnegat Light,NJ,08006,2606,82.40616,0,610,38.85246,86.83249,39.7498911950908,-74.10421496886475
Barrington,NJ,08007,6523,58.26556,0,3771,18.11191,77.304,39.86362960869997,-75.07344265835114
Beach Haven,NJ,08008,3779,74.74729,0,6378,33.06679,78.42593,39.64134459882703,-74.18447739011968
Berlin,NJ,08009,5291,65.09296,0,7950,19.59748,84.57949,39.760541391219334,-74.94592204618849
Beverly,NJ,08010,8235,49.95496,0,7228,17.75042,67.46954,40.049189910474375,-74.93246266404098
Birmingham,NJ,08011,NA,57.51765,0,46,0,107.49,39.977669336731346,-74.70633655618549
Blackwood,NJ,08012,4797,68.13052,0,26251,23.77433,82.63116,39.788462276934595,-75.04425233806786
Bridgeport,NJ,08014,NA,21.06334,0,419,6.44391,61.35651,39.801985850170546,-75.32439122845247
Browns Mills,NJ,08015,11163,37.5647,0,13422,8.64998,71.25504,39.924088199398014,-74.67066568854655
Burlington,NJ,08016,5153,65.88512,0,20882,21.45867,82.62856,40.08937577844242,-74.75281929235003
Chatsworth,NJ,08019,7183,54.8429,0,638,15.98746,76.63974,39.74878522200411,-74.57337964973263
Clarksboro,NJ,08020,2610,82.38995,0,1605,29.781930000000003,102.4021,39.797517198013836,-75.22687081236955
Clementon,NJ,08021,9440,44.69201,0,29997,16.07161,64.80204,39.80531066362128,-75.01196557993059
Columbus,NJ,08022,3928,73.82948,0,4190,28.99761,83.47588,40.05111784317951,-74.70187149594017
Deepwater,NJ,08023,NA,38.49675,0,170,3.5294100000000004,80.90775,39.68256770870935,-75.50262295178304
Gibbsboro,NJ,08026,4784,68.23323,0,1650,23.33333,83.50857,39.83264687667223,-74.95571079979902
Gibbstown,NJ,08027,6414,58.8057,0,3400,17.41176,79.19479,39.77151500995419,-75.27724391640899
Glassboro,NJ,08028,6117,60.36741,0,10618,23.05519,71.69571,39.69514481149675,-75.130760460739765
Glendora,NJ,08029,11824,34.98611,0,3516,9.44255,67.66438,39.838226014610484,-75.04614919115096
Gloucester City,NJ,08030,15043,24.36182,0,8750,8.13714,61.08061,39.88863966081973,-75.10849795606644
Bellmawr,NJ,08031,10797,38.96335,0,8138,10.27279,69.733,39.80436616668797,-75.07945736730257
Grenloch,NJ,08032,NA,34.93053,0,299,7.692309999999999,70.63393,39.78054596919287,-75.04140034433262
Haddonfield,NJ,08033,639,96.01379,1,11607,56.92255000000001,122.3639,39.87597175315946,-75.04218822560006
Cherry Hill,NJ,08034,1730,88.43897,0,13157,42.98092,99.09385,39.898930719905245,-75.02998837044217
Haddon Heights,NJ,08035,2201,85.10388,0,5366,38.07305,96.0563,39.87723215433518,-75.08348367856328
Hainesport,NJ,08036,NA,61.25752,0,158,17.72152,81.95906,39.98675716779166,-74.81156019172425
Hammonton,NJ,08037,8549,48.66559,0,15766,14.391729999999999,71.79378,39.564356433505736,-74.7253010966738
Hancocks Bridge,NJ,08038,NA,52.20038,0,193,11.9171,80.0905,39.57037138108194,-75.33041651690404
Harrisonville,NJ,08039,NA,46.45447,0,102,26.470589999999998,48.7081,39.69393642359339,-75.27731528100738
Jobstown,NJ,08041,3850,74.23899,0,579,23.14335,94.632320000000007,40.04581301425518,-74.69899702112386
Juliustown,NJ,08042,NA,64.33472,0,129,20.93023,81.0712,40.011856984334024,-74.67194219674298
Voorhees,NJ,08043,1130,92.58543,0,18961,46.17372,113.5951,39.83957787703773,-74.98280285955776
Lawnside,NJ,08045,7206,54.76096,0,1849,18.49649,72.1756,39.86687434456974,-75.05104437559466
Willingboro,NJ,08046,5471,64.08498,0,21431,18.86986,84.12837,40.01320196727504,-74.80762762139547
Lumberton,NJ,08048,NA,68.33122,0,494,21.86235,86.22053,39.96186742395198,-74.78725800931238
Magnolia,NJ,08049,9724,43.41038,0,3636,13.201319999999999,68.63069,39.85572801649022,-75.01746136883678
Manahawkin,NJ,08050,6906,56.28402,0,14673,18.03312,74.90848,39.70474196336127,-74.27380239172173
Mantua,NJ,08051,4641,69.09692,0,7039,25.68547,81.01759,39.74982872567279,-75.22439500406739
Maple Shade,NJ,08052,6675,57.48096,0,13711,21.43534,70.49533,39.949394028065434,-74.98298654174927
Marlton,NJ,08053,1855,87.4846,0,26970,40.39674,100.2864,39.89352417850933,-74.93571832958422
Mount Laurel,NJ,08054,1760,88.18878,0,28924,42.10344,99.75419,39.957538046355815,-74.93150992666692
Medford,NJ,08055,823,94.7943,0,18374,49.79319,122.9863,39.874095704156325,-74.77501137351561
Mickleton,NJ,08056,4088,72.69846,0,1633,21.06552,95.21028,39.786107152142854,-75.24557570301656
Moorestown,NJ,08057,755,95.274,1,13141,51.92147,123.4623,40.05340373118233,-74.8440815295463
Mount Ephraim,NJ,08059,7693,52.41363,0,3819,13.30191,78.03234,39.88769075860503,-75.096671552695355
Mount Holly,NJ,08060,4192,72.04073,0,23915,25.272839999999995,86.80895,40.04350126815284,-74.81172434918494
Mount Royal,NJ,08061,NA,22.62932,0,405,11.60494,53.66652,39.810455504143455,-75.19699214251528
Mullica Hill,NJ,08062,1939,86.83378,0,6590,35.12898,106.9408,39.71426942267284,-75.22155369615277
National Park,NJ,08063,13415,29.62199,0,2149,6.747319999999999,67.7886,39.780084009632375,-75.23234189055424
New Lisbon,NJ,08064,NA,75.98592,0,126,26.19048,92.8396,39.863565037959994,-74.7373500926365
Palmyra,NJ,08065,5979,61.14551,0,5068,21.80347,74.78426,40.030420980715924,-74.87954257987914
Paulsboro,NJ,08066,15385,23.26336,0,5423,10.69519,55.78352,39.81486603676207,-75.2211969120154
Pedricktown,NJ,08067,7670,52.50291,0,1136,10.65141,82.76454,39.735214914885034,-75.39728501685289
Pemberton,NJ,08068,9524,44.34626,0,4321,12.26568,71.05891,39.967700756836365,-74.71144370640948
Penns Grove,NJ,08069,14351,26.60669,0,7984,11.87375,56.52232,39.620112527784975,-75.2818659900255
Pennsville,NJ,08070,8195,50.11133,0,9149,13.673630000000001,74.73196,39.63747302140183,-75.50612865709046
Pitman,NJ,08071,3817,74.47713,0,6616,32.28537,79.34779,39.73642229336842,-75.13372969472745
Quinton,NJ,08072,NA,9.481489,0,144,6.94444,48.3812,39.53999886467058,-75.38750762799637
Rancocas,NJ,08073,NA,84.44903,0,184,42.3913,86.44675,39.86266495658438,-74.7123192057983
Richwood,NJ,08074,NA,86.88651,0,47,21.2766,130.9993,39.71894796018165,-75.18782781947328
Riverside,NJ,08075,5465,64.12186,0,17715,21.23624,80.09704,40.06305621020723,-74.8595339957643
Riverton,NJ,08077,2821,80.96527,0,12163,30.08304,98.104,39.998945338969925,-74.90348762824856
Runnemede,NJ,08078,11082,37.8541,0,5697,12.60312,64.73143,39.849321216441986,-75.06994380945874
Salem,NJ,08079,14941,24.70746,0,7664,11.66493,55.30494,39.586603862653206,-75.43147105494168
Sewell,NJ,08080,2603,82.42334,0,22774,31.73355,99.15269,39.7533240769897,-75.21556118727256
Sicklerville,NJ,08081,4558,69.64993,0,25952,22.9385,86.60758,39.74743223694506,-74.95316997705278
Somerdale,NJ,08083,5384,64.5537,0,6845,20.97882,81.38895,39.84286890102821,-75.0023782258344
Stratford,NJ,08084,6349,59.12429,0,4910,19.97963,75.187,39.83107518897365,-75.02227711780917
Swedesboro,NJ,08085,3628,75.83044,0,6732,24.94058,94.62709,39.75437740023598,-75.31658238123299
Thorofare,NJ,08086,5758,62.40139,0,3768,17.99363,83.32158,39.83859982080581,-75.22872936835945
Tuckerton,NJ,08087,9351,45.05639,0,13803,15.025720000000002,66.9635,39.67166092689995,-74.27957593858225
Vincentown,NJ,08088,3539,76.35371,0,17052,26.29603,93.50256,39.86218920990753,-74.67989899501866
Waterford Works,NJ,08089,7697,52.40446,0,2604,11.94316,80.33241,39.72243426902079,-74.83343825843812
Wenonah,NJ,08090,5960,61.26728,0,5743,18.5269,80.60177,39.799234984320506,-75.13668454026944
West Berlin,NJ,08091,6915,56.23828,0,3479,15.11929,79.81852,39.73637117935769,-74.9578648581181
West Creek,NJ,08092,6555,58.07012,0,2088,17.81609,77.63875,39.65596102328429,-74.29490990367002
Westville,NJ,08093,11289,37.07238,0,6776,10.65525,67.36232,39.85927595217567,-75.1465289827545
Williamstown,NJ,08094,7875,51.54042,0,21720,15.4558,73.2596,39.72650330702803,-75.06819352965948
Winslow,NJ,08095,NA,7.966671,0,67,13.432840000000002,34.96,39.654361946209555,-74.87654032539628
Deptford,NJ,08096,6111,60.39333,0,22357,19.55987,77.75513,39.82107510741214,-75.14231382725413
Woodbury Heights,NJ,08097,4137,72.39109,0,2199,22.64666,92.07727,39.76396250204938,-75.1852483937469
Woodstown,NJ,08098,4101,72.63016,0,5719,26.28082,86.1133,39.58661682549864,-75.39532028061535
Camden,NJ,08102,23723,0.553146,0,5854,6.252140000000001,26.3756,39.95273321814322,-75.12473382401006
Camden,NJ,08103,23432,1.511654,0,8594,5.60856,33.42356,39.93229618138017,-75.09441260130019
Camden,NJ,08104,23590,1.053855,0,12817,5.29765,31.0385,39.91794424924933,-75.1100329241103
Camden,NJ,08105,23232,2.085596,0,16095,5.09475,36.7854,39.918672421724054,-75.09464504503887
Audubon,NJ,08106,5898,61.64783,0,7098,22.56974,74.11739,39.83005010460837,-74.9813376665638
Oaklyn,NJ,08107,6934,56.13234,0,9098,20.85074,69.79053,39.87216381195171,-75.07000353228294
Collingswood,NJ,08108,3637,75.7674,0,13136,32.00365,82.36572,39.83435840379677,-74.99927885913554
Merchantville,NJ,08109,5907,61.58963,0,15469,20.37624,77.83489,39.9497850229415,-75.04978984803593
Pennsauken,NJ,08110,13683,28.77948,0,9503,10.99653,59.7874,39.839857380506324,-74.93100609902122
Absecon,NJ,08201,5824,62.0294,0,21320,23.10507,73.85063,39.48818889521636,-74.66868199386555
Avalon,NJ,08202,2359,84.03104,0,1842,37.24213,94.13674,39.11171449671243,-74.72794046694678
Brigantine,NJ,08203,6500,58.35991,0,9314,23.81361,67.57546,39.3719097612032,-74.51328251770161
Cape May,NJ,08204,7925,51.37164,0,13546,20.15355,64.90926,39.11036320395645,-74.78220505992951
Cape May Court House,NJ,08210,6539,58.18744,0,9796,20.01837,73.94478,39.13862251371144,-74.78680850651249
Cape May Point,NJ,08212,NA,91.27267,0,215,54.88371999999999,91.2051,38.935670047735265,-74.96421538449101
Egg Harbor City,NJ,08215,9370,45.01289,0,8144,14.845279999999999,67.1701,39.531816799557895,-74.63309653657859
Elwood,NJ,08217,NA,46.28321,0,130,6.15385,83.54126,39.575645238731596,-74.7090346135571
Linwood,NJ,08221,2333,84.19772,0,5111,37.93778,93.38226,39.42634599503843,-74.62257829847027
Marmora,NJ,08223,3908,73.94186,0,2999,33.11104,76.61752,39.140990304527314,-74.73125578451261
New Gretna,NJ,08224,NA,49.05055,0,363,18.18182,65.61406,39.59455576793601,-74.4464532791784
Northfield,NJ,08225,5008,66.81573,0,5393,22.5292,82.3788,39.42017985219949,-74.5562896556985
Ocean City,NJ,08226,3566,76.17622,0,11981,33.48635,80.71945,39.24745345722858,-74.60305111037755
Ocean View,NJ,08230,3136,78.85278,0,3663,29.866229999999998,93.14558,39.20518863288387,-74.79156843205583
Pleasantville,NJ,08232,16863,18.80874,0,10949,9.74518,53.7842,39.470985575485095,-74.66787647889116
Egg Harbor Township,NJ,08234,6165,60.06296,0,19667,19.03188,78.25332,39.37268672432676,-74.6299523018557
Port Republic,NJ,08241,3420,77.06969,0,707,27.72277,92.46563,39.5220117390918,-74.70923489059427
